restaurant,cuisine,review,stars,useful_votes,funny_votes,cool_votes
Curry Kingdom,Indian,"Absolutely amazing food, best restaurant in the city! Service was top notch.",5,18,15,11
Curry Kingdom,Indian,"The food was divine, fresh ingredients and generous portions. Perfect for special occasions.",4,35,5,10
Curry Kingdom,Indian,"Reasonable place, the pasta was decent but uninspiring. Service was acceptable.",3,14,10,24
Curry Kingdom,Indian,"Absolutely amazing food, best restaurant in the city! Service was top notch.",4,13,17,27
Curry Kingdom,Indian,"Superb dining experience, will bring my family next time. Prices are very reasonable.",5,6,12,2
Curry Kingdom,Indian,"Neither impressed nor disappointed, just an average meal.",3,44,16,16
Curry Kingdom,Indian,"Perfect date night spot, romantic ambiance and delicious food. Service was top notch.",5,37,2,26
Curry Kingdom,Indian,"Absolutely disgusting, sent food back twice and left hungry.",1,49,10,2
Curry Kingdom,Indian,"Wonderful staff, quick service and incredibly tasty dishes.",5,15,11,1
Curry Kingdom,Indian,"Loved every bite, will definitely come back again soon! The chef deserves a raise!",4,29,14,2
Curry Kingdom,Indian,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",5,48,7,6
Curry Kingdom,Indian,Overpriced and the food was bland and disappointing. Reported to health department.,1,35,4,0
Curry Kingdom,Indian,"Complete waste of money, microwave quality at restaurant prices.",1,4,8,0
Curry Kingdom,Indian,"Incredible flavors, friendly staff and cozy atmosphere. The chef deserves a raise!",5,33,13,13
Curry Kingdom,Indian,Loved the ambiance and the chef really knows their craft. Service was top notch.,4,34,7,2
Curry Kingdom,Indian,"Five stars all the way, food was piping hot and delicious!",5,31,1,12
Curry Kingdom,Indian,"Hidden gem in the city, every dish was a masterpiece. Perfect for special occasions.",5,39,16,22
Curry Kingdom,Indian,Great value for money and the flavors were authentic. Prices are very reasonable.,5,1,1,25
Curry Kingdom,Indian,"Superb dining experience, will bring my family next time. Prices are very reasonable.",4,33,6,2
Curry Kingdom,Indian,Loved the ambiance and the chef really knows their craft. Service was top notch.,5,28,6,20
Curry Kingdom,Indian,"Absolutely amazing food, best restaurant in the city! The chef deserves a raise!",5,29,12,20
Curry Kingdom,Indian,"It was alright, not the best but certainly not the worst. Might try again someday.",3,24,16,22
Curry Kingdom,Indian,Loved the ambiance and the chef really knows their craft. Perfect for special occasions.,4,9,3,7
Curry Kingdom,Indian,Outstanding service and the pasta was perfectly cooked. Perfect for special occasions.,4,13,17,27
Curry Kingdom,Indian,Nothing special but would probably return if nearby.,3,14,3,12
Curry Kingdom,Indian,"Perfect date night spot, romantic ambiance and delicious food. Perfect for special occasions.",5,11,13,1
Curry Kingdom,Indian,"Worst restaurant experience I have ever had, never returning. Will not be returning.",2,10,8,11
Curry Kingdom,Indian,"Best meal I have had in years, exceeded all expectations! The chef deserves a raise!",4,28,17,21
Curry Kingdom,Indian,Exceptional quality and the dessert was absolutely heavenly. Perfect for special occasions.,5,7,8,5
Curry Kingdom,Indian,"Neither impressed nor disappointed, just an average meal.",3,28,10,24
Curry Kingdom,Indian,"Loved every bite, will definitely come back again soon! The chef deserves a raise!",4,26,1,11
Curry Kingdom,Indian,"Incredible flavors, friendly staff and cozy atmosphere. Service was top notch.",4,12,18,16
Curry Kingdom,Indian,"Perfect date night spot, romantic ambiance and delicious food. Prices are very reasonable.",4,36,16,25
Curry Kingdom,Indian,"Terrible service, waited over an hour for cold food!",1,26,9,14
Curry Kingdom,Indian,Found a hair in my food and the waiter was dismissive. Will not be returning.,2,12,4,0
Curry Kingdom,Indian,Decent food but nothing that blew me away really.,3,46,8,20
Curry Kingdom,Indian,"Loved every bite, will definitely come back again soon! Prices are very reasonable.",4,36,9,16
Curry Kingdom,Indian,Exceptional quality and the dessert was absolutely heavenly. Prices are very reasonable.,4,40,2,14
